shapeid,lon,lat,Provider N,Network,Facility N,Address Li,City,State,Zip,County,Chain Orga,Profit or,Certificat,# of Dialy,Offers in-,addrtype,addrlocat
558,-116.2388595,33.7071014,52658,18,KIDNEY INSTITUTE OF THE DESERT,"81715 DOCTOR CARREON BLVD., SUITE B-2",INDIO,CA,92201,RIVERSIDE,INDEPENDENT,Profit,3/8/1987,20,TRUE,subpremise,ROOFTOP
559,-118.4430751,34.2796234,552687,18,FMC-RAI-SOUTH BRAND-SAN FERNANDO,501 S. BRAND BLVD.,SAN FERNANDO,CA,91340,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,9/2/2011,5,TRUE,premise,ROOFTOP
560,-121.560994,37.0191435,52751,17,SATELLITE DIALYSIS,8095 CAMINO ARROYO #100,GILROY,CA,95020,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,8/17/1994,24,TRUE,subpremise,ROOFTOP
561,-117.955397,34.0182864,52854,18,MOHAN DIALYSIS CENTER OF INDUSTRY,15757 E. VALLEY BLVD.,CITY OF INDUSTRY,CA,91744,LOS ANGELES,INDEPENDENT,Profit,1/26/2000,32,TRUE,premise,ROOFTOP
562,-117.2249035,33.9431753,552846,18,DAVITA-VISTA HEIGHTS DIALYSIS CENTER,"12220 PERRIS BLVD, STE A",MORENO VALLEY,CA,92557,RIVERSIDE,DAVITA,Profit,9/24/2018,36,TRUE,subpremise,ROOFTOP
563,-121.7817516,37.2307316,552634,17,FMC SAN JOSE,6850 A SANTA TERESA BOULEVARD,SAN JOSE,CA,95119,SANTA CLARA,FRESENIUS MEDICAL CARE,Profit,11/20/2009,24,TRUE,street_address,ROOFTOP
564,-117.0192259,34.8916062,52816,18,DESERT CITIES DIALYSIS OF BARSTOW,655 S. 7TH  STREET,BARSTOW,CA,92311,SAN BERNARDINO,INDEPENDENT,Profit,11/12/1997,16,TRUE,premise,ROOFTOP
565,-118.151811,33.8098062,552801,18,DAVITA-EL DORADO DIALYSIS,2977 REDONDO AVENUE,LONG BEACH,CA,90806,LOS ANGELES,DAVITA,Profit,9/19/2016,24,TRUE,premise,ROOFTOP
566,-121.9741059,37.5505387,552514,17,WELLBOUND OF MENLO PARK  LLC,"39510 PASEO PADRE PKWY, SUITE 100",FREMONT,CA,94538,ALAMEDA,SATELLITE HEALTHCARE,Non-Profit,10/29/2003,4,TRUE,subpremise,ROOFTOP
567,-117.9409641,33.8152199,552766,18,DAVITA-ANAHEIM SPRINGS DIALYSIS,1324 S EUCLID STREET,ANAHEIM,CA,92802,ORANGE,DAVITA,Profit,9/15/2014,25,TRUE,premise,ROOFTOP
568,-117.1729193,34.1219897,552663,18,DAVITA-HIGHLAND RANCH DIALYSIS CENTER,"7223 CHURCH STREET, SUITE A-14",HIGHLAND,CA,92346,SAN BERNARDINO,DAVITA,Profit,4/22/2010,21,TRUE,establishment,ROOFTOP
569,-121.4104824,38.459757,552747,17,CALVINE HOME TRAINING CENTER,8231 EAST STOCKTON BLVD. SUITE A,SACRAMENTO,CA,95828,SACRAMENTO,DAVITA,Profit,3/24/2014,0,TRUE,subpremise,ROOFTOP
570,-119.1323857,35.3122665,552796,18,DAVITA-SEVEN OAKS DIALYSIS,4651 CORPORATE COURT,BAKERSFIELD,CA,93311,KERN,DAVITA,Profit,11/7/2016,24,TRUE,premise,ROOFTOP
571,-117.9312161,33.8931977,552759,18,DAVITA-BASTANCHURY DIALYSIS,1950 SUNNYCREST DR STE 1300,FULLERTON,CA,92835,ORANGE,DAVITA,Profit,9/24/2014,24,TRUE,subpremise,ROOFTOP
572,-121.2624766,38.79281,52765,17,RAI FAIRWAY ROCKLIN,6000 FAIRWAY DRIVE STE #14,ROCKLIN,CA,95677,PLACER,FRESENIUS MEDICAL CARE,Profit,5/31/1995,14,TRUE,subpremise,ROOFTOP
573,-117.2968648,33.6527333,52895,18,DAVITA-LAKE ELSINORE DIALYSIS CENTER,32291 MISSION TRAIL,LAKE ELSINORE,CA,92530,RIVERSIDE,DAVITA,Profit,11/18/2002,18,TRUE,premise,ROOFTOP
574,-122.3804416,37.5938827,552681,17,DAVITA BURLINGAME,1720 EL CAMINO REAL,BURLINGAME,CA,94010,SAN MATEO,DAVITA,Profit,7/1/2011,13,TRUE,premise,ROOFTOP
575,-117.5911758,34.0692352,552613,18,U.S. RENAL CARE DIALYSIS CENTER OF ONTARIO,"2850 INLAND EMPIRE BLVD., SUITE C",ONTARIO,CA,91764,SAN BERNARDINO,INDEPENDENT,Profit,10/15/2008,18,TRUE,subpremise,ROOFTOP
576,-122.2542021,38.1319914,552754,17,SATELLITE DIALYSIS VALLEJO,"4300 SONOMA BLVD, SUITE 25",VALLEJO,CA,94589,SOLANO,SATELLITE DIALYSIS,Non-Profit,3/10/2014,33,TRUE,subpremise,ROOFTOP
577,-118.3019729,33.7385937,552810,18,U.S. RENAL CARE GRAND HOME PROGRAM,"1145 WEST 6TH STREET, SUITE 100",LOS ANGELES,CA,90017,LOS ANGELES,"US RENAL CARE, INC.",Profit,3/23/2017,3,FALSE,subpremise,RANGE_INTERPOLATED
578,-118.1633751,34.044932,52700,18,DAVITA-MONTEREY PARK DIALYSIS CENTER,"2560 CORPORATE PLACE, BUILDING D, SUITE 100-101",MONTEREY PARK,CA,91754,LOS ANGELES,DAVITA,Profit,8/30/1990,28,TRUE,establishment,ROOFTOP
579,-119.8003218,36.8840366,52400,17,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,MADERA,INDEPENDENT,Non-Profit,8/22/2006,0,FALSE,premise,ROOFTOP
580,-121.9676625,36.9786852,52555,17,SATELLITE DIALYSIS SANTA CRUZ,3801 CLARES STREET,CAPITOLA,CA,95010,SANTA CRUZ,SATELLITE HEALTHCARE,Profit,1/26/1979,24,TRUE,premise,ROOFTOP
581,-117.0740148,34.0327488,552578,18,DAVITA-YUCAIPA DIALYSIS CENTER,33487 YUCAIPA BLVD.,YUCAIPA,CA,92399,SAN BERNARDINO,DAVITA,Profit,5/25/2007,12,TRUE,premise,ROOFTOP
582,-117.0938191,32.756288,52886,18,FMC-DIALYSIS SERVICES OF COLLEGE,"4660 EL CAJON BLVD., SUITE 110",SAN DIEGO,CA,92115,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,7/24/2002,12,TRUE,subpremise,ROOFTOP
583,-122.1503889,37.7431042,52787,17,ALAMEDA COUNTY DIALYSIS CENTER,10700 MACARTHUR BLVD. BUILDING 7,OAKLAND,CA,94605,ALAMEDA,DAVITA,Profit,4/24/1996,19,TRUE,subpremise,ROOFTOP
584,-121.9029513,37.3783992,552711,17,DAVITA SILICON VALLEY DIALYSIS,"725 RIDDER PARK., STE 10",SAN JOSE,CA,95131,SANTA CLARA,DAVITA,Profit,3/13/2013,32,TRUE,subpremise,ROOFTOP
585,-116.1775763,33.6784147,552722,18,"COACHELLA KIDNEY INSTITUTE, LLC",1413 6TH STREET,COACHELLA,CA,92236,RIVERSIDE,INDEPENDENT,Profit,4/19/2013,25,TRUE,premise,ROOFTOP
586,-118.1498455,34.1390842,552822,18,DAVITA-HUNTINGTON DIALYSIS,390 S. FAIR OAKS BLVD.,PASADENA,CA,91105,LOS ANGELES,DAVITA,Profit,12/22/2017,25,TRUE,premise,ROOFTOP
587,-118.3533619,33.8461211,552690,18,U.S. RENAL CARE TORRANCE DIALYSIS CENTER,20430 HAWTHORNE BLVD.,TORRANCE,CA,90503,LOS ANGELES,"US RENAL CARE, INC.",Profit,10/4/2011,18,TRUE,street_address,ROOFTOP
588,-117.2791389,34.1270678,52575,18,FMC-RAI-NORTH WATERMAN-SAN BERNARDINO,1500 N. WATERMAN AVENUE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,FRESENIUS MEDICAL CARE,Profit,11/15/1981,32,TRUE,premise,ROOFTOP
589,-116.9974291,32.786749,52686,18,FMC-LA MESA DIALYSIS CENTER,5995 SEVERIN DRIVE,LA MESA,CA,91942,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,9/26/1989,24,TRUE,subpremise,ROOFTOP
590,-117.6750871,34.063693,552816,18,"ONTARIO HOLT DIALYSIS CENTER, INC.",1310 WEST HOLT AVENUE,ONTARIO,CA,91762,SAN BERNARDINO,INDEPENDENT,Profit,10/11/2017,18,TRUE,premise,ROOFTOP
591,-121.9310005,37.6915548,52568,17,PLEASANTON DIALYSIS CENTER,5720 STONERIDGE MALL ROAD #160,PLEASANTON,CA,94588,ALAMEDA,DAVITA,Profit,2/10/1981,20,TRUE,subpremise,ROOFTOP
592,-118.0720362,33.8242501,552686,18,DAVITA-SOUTH CERRITOS DIALYSIS,12191 226TH STREET,HAWAIIAN GARDENS,CA,90716,LOS ANGELES,DAVITA,Profit,1/28/2011,15,TRUE,street_address,ROOFTOP
593,-117.9638267,33.9396647,552852,18,DAVITA-LA HABRA DIALYSIS,1611 W WHITTIER BLVD,LA HABRA,CA,90631,ORANGE,DAVITA,Profit,10/24/2018,36,TRUE,street_address,ROOFTOP
594,-121.838736,39.7760941,52752,17,"RAI CERES AVENUE, CHICO",3011 CERES AVENUE #125,CHICO,CA,95973,BUTTE,FRESENIUS MEDICAL CARE,Profit,8/26/1994,20,TRUE,subpremise,ROOFTOP
595,-122.5269486,37.9479315,52526,17,SATELLITE DIALYSIS GREENBRAE,565 SIR FRANCIS DRAKE BLVD.,GREENBRAE,CA,94904,MARIN,SATELLITE HEALTHCARE,Non-Profit,8/18/1977,23,TRUE,premise,ROOFTOP
596,-121.9168506,37.4563217,552558,17,WELLBOUND OF MILPITAS LLC,1850 MILMONT DRIVE,MILPITAS,CA,95035,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,8/2/2006,0,TRUE,street_address,ROOFTOP
597,-118.7836987,34.283891,52638,18,DAVITA-DIALYSIS CENTER OF SIMI VALLEY,970 ENCHANTED WAY,SIMI VALLEY,CA,93065,VENTURA,DAVITA,Profit,11/26/1985,15,TRUE,street_address,ROOFTOP
598,-116.3032088,33.7321426,552673,18,"LA QUINTA KIDNEY CENTER, LLC","43576 WASHINGTON STREET, SUITE 101",LA QUINTA,CA,92253,RIVERSIDE,INDEPENDENT,Profit,3/21/2011,28,TRUE,subpremise,ROOFTOP
599,-121.31757,36.4155349,52892,17,SOLEDAD DIALYSIS CENTER,901 LOS COCHES DRIVE,SOLEDAD,CA,93960,MONTEREY,DAVITA,Profit,10/22/2002,18,TRUE,premise,ROOFTOP
600,-117.4612641,33.9759047,552817,18,DAVITA-JURUPA VALLEY DIALYSIS,8080 LIMONITE AVENUE,JURUPA VALLEY,CA,92509,RIVERSIDE,DAVITA,Profit,10/16/2017,25,TRUE,street_address,ROOFTOP
601,-122.3099987,37.5480285,52819,17,SATELLITE DIALYSIS SAN MATEO,2000 SOUTH EL CAMINO REAL,SAN MATEO,CA,94403,SAN MATEO,SATELLITE HEALTHCARE,Non-Profit,3/10/1998,24,TRUE,premise,ROOFTOP
602,-124.1370001,40.7802354,52543,17,FMC EUREKA,2765 TIMBER RIDGE LANE,EUREKA,CA,95503,HUMBOLDT,FRESENIUS MEDICAL CARE,Profit,8/17/1977,15,TRUE,premise,ROOFTOP
603,-118.2724418,34.0639365,52582,18,"ST. VINCENT DIALYSIS CENTER, INC.","201 S. ALVARADO STREET, SUITE 220",LOS ANGELES,CA,90057,LOS ANGELES,INDEPENDENT,Non-Profit,9/1/1982,17,TRUE,subpremise,ROOFTOP
604,-118.8706943,34.1747849,52873,18,DAVITA-DIALYSIS CENTER OF THOUSAND OAKS,"375 ROLLING OAKS DRIVE, SUITE 100",THOUSAND OAKS,CA,91361,VENTURA,DAVITA,Profit,10/26/2001,15,TRUE,subpremise,ROOFTOP
605,-117.3711038,34.1329481,52863,18,FMC-RAI-NORTH RIVERSIDE-RIALTO,"1850 N. RIVERSIDE AVENUE, SUITE 150",RIALTO,CA,92376,SAN BERNARDINO,FRESENIUS MEDICAL CARE,Profit,6/28/2000,21,TRUE,subpremise,ROOFTOP
606,-118.19889,34.0622976,52794,18,DAVITA-USC KIDNEY CENTER,2310 ALCAZAR STREET,LOS ANGELES,CA,90033,LOS ANGELES,DAVITA,Profit,11/5/1996,58,TRUE,premise,ROOFTOP
607,-117.2865785,34.4744376,552708,18,DAVITA-MOJAVE SAGE DIALYSIS,"17207 JASMINE STREET, SUITE 1",VICTORVILLE,CA,92395,SAN BERNARDINO,DAVITA,Profit,10/10/2012,23,TRUE,subpremise,ROOFTOP
608,-121.8042716,37.9765798,552829,17,DAVITA LONE TREE RANCH DIALYSIS,4040 LONE TREE WAY,ANTIOCH,CA,94531,CONTRA COSTA,DAVITA,Profit,4/19/2018,24,TRUE,street_address,ROOFTOP
609,-119.351682,36.3244657,52696,18,DAVITA-VISALIA DIALYSIS,"5429 W. CYPRESS AVENUE, SUITE A",VISALIA,CA,93277,TULARE,DAVITA,Profit,7/6/1990,24,TRUE,subpremise,ROOFTOP
610,-117.8341192,34.0963907,552552,18,"SAN DIMAS DIALYSIS CENTER, INC.","1335 CYPRESS STREET, SUITE 102",SAN DIMAS,CA,91773,LOS ANGELES,INDEPENDENT,Profit,5/12/2006,32,TRUE,subpremise,ROOFTOP
611,-117.9599551,33.8575391,552758,18,FMC-ORANGE COUNTY HOME,1401 S BROOKHURST STE 108,FULLERTON,CA,92833,ORANGE,FRESENIUS MEDICAL CARE,Profit,5/20/2014,4,TRUE,subpremise,ROOFTOP
612,-122.2545213,38.1231032,52567,17,VALLEJO DIALYSIS CENTER,830 REDWOOD STREET,VALLEJO,CA,94590,SOLANO,DAVITA,Profit,8/7/1980,19,TRUE,premise,ROOFTOP
613,-120.9891109,37.6674926,52783,17,"MODESTO KIDNEY CENTER, LLC","305 E. GRANGER AVE.., STE. 102",MODESTO,CA,95350,STANISLAUS,INNOVATIVE DIALYSIS SYSTEMS,Profit,4/9/1996,17,TRUE,subpremise,ROOFTOP
614,-122.0309145,37.9273193,52758,17,FMC DIABLO WALNUT CREEK,365 LENNON LANE #160,WALNUT CREEK,CA,94598,CONTRA COSTA,FRESENIUS MEDICAL CARE,Profit,1/1/1995,20,TRUE,subpremise,ROOFTOP
615,-121.2434106,38.7650873,552540,17,RAI SECRET RAVINE PARKWAY,1451 SECRET RAVINE PARKWAY SUITE 130,ROSEVILLE,CA,95661,PLACER,RENAL ADVANTAGE,Profit,2/14/2005,20,TRUE,subpremise,ROOFTOP
616,-117.1070338,32.7106455,552798,18,FMC-RAVEN,499 RAVEN STREET,SAN DIEGO,CA,92102,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,1/12/2017,31,TRUE,premise,ROOFTOP
617,-117.9251748,33.6997405,552518,18,DAVITA-COSTA MESA DIALYSIS,1590 SCENIC AVENUE,COSTA MESA,CA,92626,ORANGE,DAVITA,Profit,12/12/2003,24,TRUE,premise,ROOFTOP
618,-121.6177024,39.1529857,52563,17,YUBA CITY DIALYSIS CENTER,1525 PLUMAS COURT SUITE A,YUBA CITY,CA,95991,SUTTER,DAVITA,Profit,8/4/1980,24,TRUE,subpremise,ROOFTOP
619,-122.0337121,38.2622651,552763,17,DAVITA FAIRFIELD DOWNTOWN,1800 NORTH TEXAS STREET,FAIRFIELD,CA,94533,SOLANO,DAVITA,Profit,10/15/2014,24,TRUE,premise,ROOFTOP
620,-121.2681582,38.5917611,552612,17,SUNSET DIALYSIS CENTER,3071 GOLD CANAL DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,DAVITA,Profit,1/7/2009,24,TRUE,premise,ROOFTOP
621,-118.1846769,33.9316872,52844,18,DAVITA-IMPERIAL CARE DIALYSIS CENTER,4345 E. IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,DAVITA,Profit,4/23/1999,31,TRUE,premise,ROOFTOP
622,-121.972772,37.5508159,552698,17,DAVITA FREMONT DIALYSIS,2599 STEVENSON BLVD,FREMONT,CA,94538,ALAMEDA,DAVITA,Profit,4/10/2012,24,TRUE,premise,ROOFTOP
623,-118.3587369,33.9706547,552671,18,FMC-EUCALYPTUS,610 N. EUCALYPTUS AVENUE,INGLEWOOD,CA,90302,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,2/9/2011,24,TRUE,premise,ROOFTOP
624,-118.4554888,34.1787334,552701,18,FMC-VAN NUYS,14812 OXNARD STREET,VAN NUYS,CA,91411,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,8/3/2012,25,TRUE,street_address,ROOFTOP
625,-121.9800582,37.3227961,552602,17,SAN JOSE AT HOME,4400 STEVENS CREEK BLVD. SUITE 50,SAN JOSE,CA,95129,SANTA CLARA,DAVITA,Profit,8/28/2008,4,TRUE,subpremise,ROOFTOP
626,-119.0789097,34.3492691,52800,18,DAVITA-DIALYSIS CENTER OF SANTA PAULA,253 MARCH STREET,SANTA PAULA,CA,93060,VENTURA,DAVITA,Profit,3/17/1997,10,TRUE,street_address,ROOFTOP
627,-118.0465562,33.9680872,52712,18,INTERCOMMUNITY DIALYSIS CENTER,12455 WASHINGTON BLVD.,WHITTIER,CA,90602,LOS ANGELES,INDEPENDENT,Profit,6/17/1991,31,TRUE,premise,ROOFTOP
628,-122.3300162,37.9317219,552688,17,DAVITA RICHMOND DIALYSIS,"4200 MACDONALD AVE., STE A",RICHMOND,CA,94805,CONTRA COSTA,DAVITA,Profit,11/30/2011,24,TRUE,subpremise,ROOFTOP
629,-117.9947921,34.0789269,552506,18,FMC-IRWINDALE,"12711 RAMONA BLVD., SUITE 111",IRWINDALE,CA,91706,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,5/12/2003,31,TRUE,street_address,ROOFTOP
630,-118.430291,34.0526551,52865,18,DAVITA-CENTURY CITY DIALYSIS CENTER,10630 SANTA MONICA BLVD.,LOS ANGELES,CA,90025,LOS ANGELES,DAVITA,Profit,8/1/1998,40,TRUE,premise,ROOFTOP
631,-118.2465407,33.9248997,52590,18,FMC-RAI-COMPTON-LOS ANGELES,11859 COMPTON AVENUE,LOS ANGELES,CA,90059,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,7/19/1983,27,TRUE,premise,ROOFTOP
632,-118.4516062,34.2003704,52585,18,U.S. RENAL CARE VAN NUYS DIALYSIS,"14624 SHERMAN WAY, SUITE 106",VAN NUYS,CA,91405,LOS ANGELES,"US RENAL CARE, INC.",Profit,2/1/1983,14,TRUE,subpremise,ROOFTOP
633,-119.0364968,36.0803938,552741,18,"DIALYSIS CENTER OF PORTERVILLE, LLC",841 & 847 W. HENDERSON AVE.,PORTERVILLE,CA,93257,TULARE,AMERICAN RENAL ASSOCIATES,Profit,12/17/2013,20,TRUE,subpremise,RANGE_INTERPOLATED
634,-120.8623611,37.7595925,52853,17,"OAKDALE KIDNEY CENTER, LLC",1405 WEST F STREET SUITE B,OAKDALE,CA,95361,STANISLAUS,INNOVATIVE DIALYSIS SYSTEMS,Profit,10/8/1999,10,TRUE,subpremise,ROOFTOP
635,-121.7762498,37.2294884,552635,17,SATELLITE DIALYSIS SANTA TERESA,7019 REALM DRIVE,SAN JOSE,CA,95119,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,1/5/2010,25,TRUE,street_address,ROOFTOP
636,-121.4527659,38.4750013,552814,17,DAVITA DEER PARK DIALYSIS CENTER,4401 MACK ROAD,SACRAMENTO,CA,95823,SACRAMENTO,DAVITA,Profit,10/11/2017,24,TRUE,premise,ROOFTOP
637,-118.1189432,33.9480468,52574,18,DAVITA-DOWNEY DIALYSIS CENTER,"8630 FLORENCE AVENUE, SUITE 100",DOWNEY,CA,90240,LOS ANGELES,DAVITA,Profit,8/31/1981,19,TRUE,subpremise,ROOFTOP
638,-117.151407,32.7977575,52395,18,CHILDRENS HOSPITAL OF SAN DIEGO,"3020 CHILDRENS WAY, MC 5115",SAN DIEGO,CA,92123,SAN DIEGO,INDEPENDENT,Non-Profit,4/16/2006,3,TRUE,establishment,ROOFTOP
639,-121.7856333,38.6771431,52825,17,FMC WOODLAND,35 WEST MAIN STREET,WOODLAND,CA,95695,YOLO,INDEPENDENT,Profit,3/20/1998,13,TRUE,street_address,ROOFTOP
640,-118.097453,34.1695354,52613,18,DAVITA-EATON CANYON DIALYSIS,2551 E. WASHINGTON BLVD.,PASADENA,CA,91107,LOS ANGELES,DAVITA,Profit,2/20/1985,30,TRUE,street_address,ROOFTOP
641,-118.3809199,34.0739596,52643,18,DAVITA-TOWER DIALYSIS,"8635 W. THIRD STREET, SUITE 560",LOS ANGELES,CA,90048,LOS ANGELES,DAVITA,Profit,7/1/1986,20,TRUE,subpremise,ROOFTOP
642,-115.4940909,32.6797954,52830,18,FMC-CALEXICO DESERT DIALYSIS,351 E. BIRCH ST,CALEXICO,CA,92231,IMPERIAL,FRESENIUS MEDICAL CARE,Profit,10/1/2013,24,TRUE,street_address,ROOFTOP
643,-117.4786328,33.9027871,552553,18,DAVITA-MAGNOLIA WEST DIALYSIS,11161 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,DAVITA,Profit,5/26/2006,30,TRUE,premise,ROOFTOP
644,-121.9719723,37.2261299,552750,17,SATELLITE DIALYSIS LOS GATOS,53 LOS GATOS SARATOGA ROAD,LOS GATOS,CA,95032,SANTA CLARA,SATELLITE DIALYSIS,Non-Profit,4/30/2014,17,TRUE,premise,ROOFTOP
645,-121.3425052,38.6605256,52796,17,DCI MADISON DIALYSIS CLINIC,5222 MADISON AVENUE,SACRAMENTO,CA,95841,SACRAMENTO,"DIALYSIS CLINIC, INC.",Non-Profit,12/23/1996,12,TRUE,premise,ROOFTOP
646,-122.4330549,37.6533517,552619,17,WESTBOROUGH DIALYSIS CENTER,925 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,DAVITA,Profit,6/25/2009,5,TRUE,premise,ROOFTOP
647,-120.0695026,36.9648076,552729,17,NORTH MADERA DIALYSIS,720 N. I ST.,MADERA,CA,93637,MADERA,DAVITA,Profit,7/25/2013,22,TRUE,premise,ROOFTOP
648,-119.2500257,35.7555682,52674,18,DAVITA-DELANO DIALYSIS,405 DOVER PARKWAY,DELANO,CA,93215,KERN,DAVITA,Profit,10/7/1988,32,TRUE,street_address,ROOFTOP
649,-121.5042573,38.6509172,552569,17,NATOMAS DIALYSIS,30 G0LDENLAND COURT BUILDING G,SACRAMENTO,CA,95834,SACRAMENTO,DAVITA,Profit,1/4/2007,24,TRUE,subpremise,ROOFTOP
650,-117.8660057,33.7825731,52311,18,ST. JOSEPH HOSPITAL RENAL CENTER,SR. ELIZABETH BLDG. 1100 W. STEWART DRIVE,ORANGE,CA,92868,ORANGE,INDEPENDENT,Non-Profit,8/15/1977,39,TRUE,establishment,ROOFTOP
651,-122.4524588,37.7695388,52507,17,RAI HAIGHT,1800 HAIGHT STREET,SAN FRANCISCO,CA,94117,SAN FRANCISCO,FRESENIUS MEDICAL CARE,Profit,8/8/1977,17,TRUE,subpremise,ROOFTOP
652,-119.0963331,35.3685365,52635,18,DAVITA-BRIMHALL DIALYSIS,"8501 BRIMHALL ROAD, BLDG. 500",BAKERSFIELD,CA,93312,KERN,DAVITA,Profit,11/6/1985,20,TRUE,subpremise,ROOFTOP
653,-117.163193,32.7494013,52500,18,FMC-HILLCREST DIALYSIS,3960 THIRD AVENUE,SAN DIEGO,CA,92103,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,8/11/1977,20,TRUE,premise,ROOFTOP
654,-122.470209,37.6971526,552642,17,WESTLAKE DALY CITY DIALYSIS CENTER,2201 JUNIPERO SIERRA BOULEVARD. #A,DALY CITY,CA,94014,SAN MATEO,DAVITA,Profit,2/18/2010,31,TRUE,subpremise,ROOFTOP
655,-121.8134221,37.3503311,552652,17,SATELLITE DIALYSIS WHITE ROAD,1450 S WHITE ROAD #30,SAN JOSE,CA,95127,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,7/8/2010,25,TRUE,subpremise,ROOFTOP
656,-116.9726617,32.6430736,552762,18,U.S. RENAL CARE CHULA VISTA DIALYSIS,2084 OTAY LAKES RD STE 101,CHULA VISTA,CA,91915,SAN DIEGO,"US RENAL CARE, INC.",Profit,7/23/2014,15,TRUE,subpremise,ROOFTOP
657,-118.1433088,34.0777458,52760,18,FMC-SAN GABRIEL DIALYSIS CENTER,"1801 W. VALLEY BLVD., SUITE 102",ALHAMBRA,CA,91803,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,3/20/1995,38,TRUE,subpremise,ROOFTOP
658,-122.8043434,38.5511027,52887,17,SATELLITE DIALYSIS WINDSOR,"8911 LAKEWOOD DRIVE, STE.16",WINDSOR,CA,95492,SONOMA,SATELLITE HEALTHCARE,Non-Profit,9/4/2002,12,TRUE,subpremise,ROOFTOP
659,-118.3954109,34.0248398,52544,18,FMC-CULVER CITY DIALYSIS,9432 VENICE BLVD.,CULVER CITY,CA,90230,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,8/14/1977,24,TRUE,establishment,ROOFTOP
660,-118.1236054,34.0671221,52564,18,DAVITA-GARFIELD HEMODIALYSIS CENTER,118 HILLIARD AVENUE,MONTEREY PARK,CA,91754,LOS ANGELES,DAVITA,Profit,4/6/1977,25,TRUE,premise,ROOFTOP
661,-118.1023007,34.0156876,52843,18,U.S. RENAL CARE MONTEBELLO DIALYSIS,"433 N. 4TH. ST., SUITE 102",MONTEBELLO,CA,90640,LOS ANGELES,"US RENAL CARE, INC.",Profit,4/5/1999,15,TRUE,subpremise,ROOFTOP
662,-118.2799555,33.9750517,52872,18,FLORENCE DIALYSIS CENTER,351 W. FLORENCE AVENUE,LOS ANGELES,CA,90003,LOS ANGELES,INDEPENDENT,Profit,5/23/2001,32,TRUE,premise,ROOFTOP
663,-118.3283874,33.7943365,552832,18,DAVITA-ROLLING HILLS DIALYSIS,"25210 CRENSHAW BLVD., SUITE 110",TORRANCE,CA,90505,LOS ANGELES,DAVITA,Profit,4/20/2018,27,TRUE,subpremise,ROOFTOP
664,-120.4588509,34.6506023,52838,18,"LOMPOC ARTIFICIAL KIDNEY CENTER, LLC",127 W. PINE AVENUE,LOMPOC,CA,93436,SANTA BARBARA,INDEPENDENT,Profit,10/10/1998,18,TRUE,premise,ROOFTOP
665,-119.8069928,36.8452832,552505,17,PALM BLUFFS DIALYSIS CENTER,770 WEST PINEDALE AVE,FRESNO,CA,93711,FRESNO,DAVITA,Profit,3/17/2003,25,TRUE,street_address,ROOFTOP
666,-122.7113432,38.3495294,552730,17,SATELLITE DIALYSIS ROHNERT PARK,6265 COMMERCE BLVD SUITE 156,ROHNERT PARK,CA,94928,SONOMA,SATELLITE HEALTHCARE,Non-Profit,9/13/2013,25,TRUE,subpremise,ROOFTOP
667,-118.4424726,34.2801063,552525,18,FMC-SAN FERNANDO,"451 S. BRAND BLVD., SUITE 100",SAN FERNANDO,CA,91340,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,4/28/2004,25,TRUE,subpremise,ROOFTOP
668,-118.1430346,33.8916848,52652,18,DAVITA-PARAMOUNT DIALYSIS CENTER,15625 LAKEWOOD BLVD.,PARAMOUNT,CA,90723,LOS ANGELES,DAVITA,Profit,1/5/1987,37,TRUE,premise,ROOFTOP
669,-118.2723047,34.0320736,52828,18,DAVITA-LOS ANGELES DOWNTOWN,2021 S. FLOWER STREET,LOS ANGELES,CA,90007,LOS ANGELES,DAVITA,Profit,4/24/1998,27,TRUE,premise,ROOFTOP
670,-118.4600955,35.1243138,552790,18,SANDERLING DIALYSIS OF TEHACHAPI,711 VALLEY BLVD.,TEHACHAPI,CA,93561,KERN,INDEPENDENT,Profit,9/22/2016,9,TRUE,street_address,RANGE_INTERPOLATED
